customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,year,month,day_week
AM26598,Arizona,2913.493264,No,Basic,College,2011-02-01,Employed,F,89672.0,Urban,Married,72.0,7,92,0,1,Personal Auto,Offer2,Agent,309.568636,Four-Door Car,Medsize,2011,2,1
AY73718,California,5243.446345,No,Basic,Bachelor,2011-01-20,Employed,F,96535.0,Urban,Single,66.0,11,85,0,3,Personal Auto,Offer1,Agent,271.074379,Four-Door Car,Medsize,2011,1,20
EL11108,Oregon,14191.59699,No,Basic,High-level-degree,2011-02-14,Employed,F,25575.0,Suburban,Married,117.0,10,41,0,2,Personal Auto,Offer3,Branch,561.6,SUV,Medsize,2011,2,14
FA15811,Nevada,9426.384787,No,Extended,College,2011-02-05,Employed,F,38910.0,Rural,Married,78.0,3,78,0,2,Personal Auto,Offer2,Branch,20.209679,Two-Door Car,Medsize,2011,2,5
BA51898,Arizona,4521.190551,No,Basic,Bachelor,2011-01-17,Employed,M,39426.0,Urban,Married,114.0,33,12,0,1,Special Auto,Offer3,Branch,412.884282,SUV,Medsize,2011,1,17
PP30874,California,3579.023825,No,Extended,High School or Below,2011-01-24,Employed,F,28304.0,Suburban,Married,91.0,10,30,2,1,Personal Auto,Offer2,Agent,655.2,Four-Door Car,Medsize,2011,1,24
MN74944,Arizona,6285.15476,No,Extended,College,2011-02-28,Employed,M,52210.0,Suburban,Married,80.0,6,74,0,9,Personal Auto,Offer1,Branch,384.0,Four-Door Car,Medsize,2011,2,28
FK94501,Nevada,7844.252972,No,Basic,Bachelor,2011-01-31,Unemployed,F,0.0,Urban,Married,102.0,20,46,0,3,Personal Auto,Offer1,Web,273.945412,SUV,Large,2011,1,31
HZ84382,Oregon,8283.843281,No,Premium,High-level-degree,2011-02-24,Employed,M,94851.0,Rural,Single,104.0,6,33,0,3,Personal Auto,Offer1,Call Center,190.998822,Four-Door Car,Small,2011,2,24
FA89548,Arizona,2436.397813,No,Basic,Bachelor,2011-02-25,Unemployed,M,0.0,Suburban,Married,67.0,16,92,0,1,Personal Auto,Offer3,Branch,399.0564,Four-Door Car,Small,2011,2,25
GD29440,Washington,2538.62632,Yes,Basic,Bachelor,2011-02-17,Unemployed,M,18608.0,Suburban,Divorced,71.0,13,24,0,1,Personal Auto,Offer2,Web,340.8,Four-Door Car,Medsize,2011,2,17
DE21910,Oregon,7304.395148,No,Extended,College,2011-02-18,Employed,F,41025.0,Rural,Married,92.0,22,92,0,6,Personal Auto,Offer1,Agent,20.374393,Four-Door Car,Large,2011,2,18
CH50584,Oregon,32474.76977,No,Basic,High School or Below,2011-01-22,Employed,M,71449.0,Suburban,Divorced,102.0,17,7,0,2,Personal Auto,Offer4,Call Center,734.4,SUV,Small,2011,1,22
JV97593,California,6674.455913,No,Extended,Bachelor,2011-01-29,Employed,F,92653.0,Suburban,Married,83.0,15,80,1,6,Personal Auto,Offer1,Agent,456.519419,Four-Door Car,Medsize,2011,1,29
ND68993,Nevada,33473.34946,Yes,Basic,Bachelor,2011-01-11,Employed,F,33190.0,Suburban,Divorced,106.0,18,95,0,2,Personal Auto,Offer1,Web,508.8,SUV,Medsize,2011,1,11
YT46746,Oregon,6459.640942,No,Extended,College,2011-01-08,Employed,F,24290.0,Suburban,Married,82.0,15,84,0,8,Personal Auto,Offer4,Branch,393.6,Four-Door Car,Medsize,2011,1,8
RF94484,Oregon,4605.036646,Yes,Basic,College,2011-01-28,Unemployed,F,22571.0,Suburban,Single,63.0,29,51,0,9,Corporate Auto,Offer2,Web,302.4,Four-Door Car,Large,2011,1,28
No19664,California,5686.743252,No,Basic,High School or Below,2011-01-31,Employed,F,26409.0,Suburban,Married,71.0,30,70,0,5,Personal Auto,Offer2,Branch,475.166267,Four-Door Car,Large,2011,1,31
BA97018,Arizona,6608.165971,No,Extended,High School or Below,2011-01-03,Unemployed,M,21616.0,Suburban,Single,93.0,4,41,0,7,Personal Auto,Offer2,Web,944.854655,Two-Door Car,Medsize,2011,1,3
HY16703,Oregon,7158.530736,No,Extended,College,2011-02-20,Employed,M,36463.0,Suburban,Single,92.0,8,25,0,3,Personal Auto,Offer1,Agent,441.6,Four-Door Car,Medsize,2011,2,20
MA15172,California,10179.71704,Yes,Premium,Bachelor,2011-01-05,Unemployed,F,14290.0,Suburban,Married,271.0,20,40,0,1,Personal Auto,Offer1,Agent,1300.8,Luxury-Sport,Medsize,2011,1,5
WO81184,California,5052.381573,No,Basic,Bachelor,2011-01-14,Employed,M,34645.0,Urban,Single,69.0,1,2,3,5,Special Auto,Offer3,Agent,220.446667,Two-Door Car,Large,2011,1,14
FX39582,Washington,5201.357604,No,Extended,Bachelor,2011-02-18,Employed,M,67001.0,Urban,Single,131.0,7,36,0,1,Personal Auto,Offer3,Web,463.425687,SUV,Medsize,2011,2,18
ZG23976,California,8632.783576,No,Premium,Bachelor,2011-02-20,Employed,F,96200.0,Suburban,Married,107.0,9,45,0,3,Personal Auto,Offer2,Web,513.6,Two-Door Car,Small,2011,2,20
WE25756,Arizona,7350.930502,No,Extended,High School or Below,2011-01-20,Employed,M,69241.0,Rural,Divorced,93.0,2,63,0,3,Personal Auto,Offer1,Agent,111.250449,Four-Door Car,Medsize,2011,1,20
AP59947,California,7690.159642,No,Basic,Bachelor,2011-01-12,Employed,F,55843.0,Suburban,Married,64.0,3,80,0,2,Corporate Auto,Offer1,Call Center,307.2,Two-Door Car,Medsize,2011,1,12
JG31799,California,8259.1108,No,Extended,Bachelor,2011-02-01,Unemployed,F,20305.0,Suburban,Single,76.0,14,63,1,2,Personal Auto,Offer2,Call Center,496.477418,Two-Door Car,Medsize,2011,2,1
XY28151,Oregon,2317.282049,No,Basic,Bachelor,2011-01-16,Unemployed,F,0.0,Suburban,Single,68.0,10,81,0,1,Corporate Auto,Offer1,Call Center,489.6,Two-Door Car,Medsize,2011,1,16
ZB72138,Oregon,8929.611119,No,Basic,Bachelor,2011-01-03,Employed,M,44329.0,Suburban,Married,112.0,25,58,0,3,Personal Auto,Offer2,Agent,537.6,SUV,Medsize,2011,1,3
OP52966,Arizona,4854.362069,No,Basic,High School or Below,2011-01-27,Employed,M,44279.0,Suburban,Married,61.0,32,7,0,3,Personal Auto,Offer2,Agent,292.8,Two-Door Car,Small,2011,1,27
TG67664,California,2659.70565,Yes,Extended,College,2011-02-19,Unemployed,F,0.0,Suburban,Divorced,87.0,4,4,3,1,Personal Auto,Offer2,Agent,420.041981,Four-Door Car,Medsize,2011,2,19
DH14632,Oregon,8750.222052,No,Basic,College,2011-01-20,Employed,F,34695.0,Rural,Single,113.0,1,60,0,5,Personal Auto,Offer1,Call Center,100.323765,SUV,Small,2011,1,20
QN26812,Arizona,5054.780543,No,Basic,High School or Below,2011-02-11,Employed,M,79297.0,Rural,Single,64.0,34,64,0,6,Personal Auto,Offer1,Agent,72.760316,Four-Door Car,Medsize,2011,2,11
PD97837,Arizona,2199.516645,No,Basic,Bachelor,2011-01-16,Unemployed,M,0.0,Suburban,Married,62.0,29,72,0,1,Corporate Auto,Offer2,Web,297.6,Four-Door Car,Medsize,2011,1,16
LX67597,Nevada,5715.312991,No,Basic,Bachelor,2011-01-02,Employed,M,84183.0,Urban,Single,72.0,29,86,0,4,Personal Auto,Offer1,Agent,255.565349,Four-Door Car,Small,2011,1,2
VH35998,California,9566.839884,No,Extended,High-level-degree,2011-01-17,Employed,M,53375.0,Rural,Married,79.0,20,92,0,2,Personal Auto,Offer4,Agent,127.322656,Four-Door Car,Medsize,2011,1,17
UE54045,California,10094.13003,No,Extended,High School or Below,2011-01-29,Employed,F,32046.0,Urban,Married,127.0,28,23,0,4,Corporate Auto,Offer3,Agent,475.599472,SUV,Medsize,2011,1,29
XA50997,Nevada,5444.793941,No,Basic,High School or Below,2011-01-26,Employed,M,91393.0,Suburban,Married,67.0,19,54,0,6,Personal Auto,Offer1,Agent,460.551521,Two-Door Car,Medsize,2011,1,26
GM37281,California,2582.408525,Yes,Basic,Bachelor,2011-02-14,Employed,F,76731.0,Urban,Married,64.0,2,68,0,1,Personal Auto,Offer2,Agent,201.455005,Four-Door Car,Medsize,2011,2,14
QT84069,Oregon,50568.25912,No,Extended,High-level-degree,2011-02-28,Employed,M,82081.0,Urban,Married,249.0,1,62,0,2,Personal Auto,Offer2,Branch,753.760098,Luxury-Sport,Small,2011,2,28
MG74662,Oregon,3484.247842,No,Extended,High School or Below,2011-01-25,Employed,F,51337.0,Rural,Single,88.0,3,70,0,1,Corporate Auto,Offer3,Branch,72.543171,Four-Door Car,Medsize,2011,1,25
EP46328,California,5555.830205,Yes,Basic,Bachelor,2011-02-06,Employed,M,74015.0,Suburban,Single,72.0,12,61,0,6,Personal Auto,Offer2,Call Center,471.443077,Four-Door Car,Small,2011,2,6
UL87052,Arizona,4173.140695,No,Basic,Bachelor,2011-02-10,Unemployed,F,0.0,Suburban,Single,117.0,10,37,0,1,Personal Auto,Offer1,Agent,842.4,SUV,Medsize,2011,2,10
GA93544,Oregon,2897.494724,No,Extended,High School or Below,2011-02-27,Unemployed,F,0.0,Suburban,Single,77.0,19,17,0,1,Personal Auto,Offer1,Branch,554.4,Four-Door Car,Medsize,2011,2,27
EW73206,California,8044.511759,No,Basic,Bachelor,2011-01-12,Employed,F,68849.0,Urban,Married,67.0,9,67,0,2,Corporate Auto,Offer2,Call Center,252.699037,Two-Door Car,Medsize,2011,1,12
MV19629,Oregon,7716.997859,No,Extended,College,2011-01-21,Employed,F,37376.0,Rural,Single,99.0,34,52,0,3,Personal Auto,Offer1,Branch,65.548725,Four-Door Car,Medsize,2011,1,21
TK67721,Oregon,2274.669484,No,Basic,High School or Below,2011-01-05,Unemployed,F,0.0,Suburban,Single,64.0,12,25,0,1,Corporate Auto,Offer4,Call Center,621.968062,Four-Door Car,Medsize,2011,1,5
AD38685,California,8658.863813,Yes,Basic,College,2011-02-07,Employed,M,62464.0,Urban,Married,109.0,23,45,0,4,Personal Auto,Offer2,Agent,400.181882,Luxury-Sport,Medsize,2011,2,7
LX72964,Arizona,11260.90364,No,Extended,High School or Below,2011-01-31,Employed,F,88304.0,Urban,Single,95.0,2,17,0,2,Personal Auto,Offer2,Branch,276.467811,Four-Door Car,Large,2011,1,31
MR37609,Oregon,16414.04415,No,Basic,College,2011-02-06,Unemployed,M,0.0,Suburban,Married,112.0,11,9,0,2,Special Auto,Offer1,Web,682.422936,SUV,Medsize,2011,2,6
OG30514,Nevada,20018.20459,No,Basic,Bachelor,2011-01-01,Employed,F,65900.0,Suburban,Married,62.0,17,41,0,2,Personal Auto,Offer1,Agent,297.6,Four-Door Car,Medsize,2011,1,1
GJ44951,Washington,4698.759935,No,Basic,Bachelor,2011-01-01,Unemployed,F,0.0,Suburban,Single,67.0,27,71,0,6,Personal Auto,Offer1,Agent,321.6,Two-Door Car,Medsize,2011,1,1
YB19340,Oregon,9002.117386,No,Premium,High School or Below,2011-02-25,Employed,M,61374.0,Rural,Married,113.0,5,27,0,3,Corporate Auto,Offer2,Call Center,210.100003,Two-Door Car,Medsize,2011,2,25
BD42101,California,25030.89457,No,Basic,Bachelor,2011-01-22,Unemployed,M,0.0,Suburban,Divorced,110.0,1,53,1,2,Corporate Auto,Offer1,Branch,528.0,SUV,Medsize,2011,1,22
RZ89024,Oregon,3102.998522,No,Extended,High-level-degree,2011-02-25,Employed,M,31841.0,Rural,Married,78.0,24,11,0,1,Personal Auto,Offer2,Agent,126.857228,Four-Door Car,Medsize,2011,2,25
ZO20633,Oregon,2587.107864,No,Basic,High School or Below,2011-02-15,Employed,F,27861.0,Suburban,Married,65.0,22,67,0,1,Corporate Auto,Offer3,Branch,312.0,Four-Door Car,Medsize,2011,2,15
KL39500,Arizona,4983.61893,No,Extended,College,2011-02-08,Unemployed,M,0.0,Suburban,Single,83.0,22,0,3,5,Personal Auto,Offer1,Agent,736.00483,Four-Door Car,Small,2011,2,8
QK24293,Oregon,6265.343299,Yes,Extended,High-level-degree,2011-01-13,Unemployed,F,0.0,Suburban,Married,84.0,18,25,1,4,Corporate Auto,Offer1,Agent,481.025786,Four-Door Car,Medsize,2011,1,13
RW71963,Nevada,7233.540011,No,Extended,High School or Below,2011-01-08,Employed,F,94550.0,Suburban,Single,90.0,0,93,0,7,Personal Auto,Offer2,Agent,432.0,Four-Door Car,Small,2011,1,8
HR71115,Nevada,5357.260833,No,Basic,College,2011-01-04,Employed,M,39604.0,Rural,Married,68.0,2,21,0,8,Personal Auto,Offer1,Branch,63.127223,Four-Door Car,Medsize,2011,1,4
UL55837,Nevada,11130.11974,No,Extended,Bachelor,2011-01-25,Employed,F,42928.0,Suburban,Married,93.0,20,65,0,2,Personal Auto,Offer1,Call Center,651.623195,Four-Door Car,Large,2011,1,25
IW77519,Washington,2610.369217,No,Basic,Bachelor,2011-01-18,Employed,F,54737.0,Suburban,Single,66.0,3,86,0,1,Personal Auto,Offer3,Web,391.970334,Four-Door Car,Medsize,2011,1,18
CR88883,Arizona,7452.543017,No,Basic,College,2011-01-21,Unemployed,M,0.0,Suburban,Married,68.0,14,46,0,2,Corporate Auto,Offer1,Branch,489.6,Two-Door Car,Medsize,2011,1,21
YD58301,California,6352.961129,No,Extended,High School or Below,2011-01-27,Employed,F,80587.0,Urban,Married,78.0,7,5,0,6,Personal Auto,Offer2,Agent,276.191729,Four-Door Car,Medsize,2011,1,27
RT60959,Oregon,14585.37736,No,Basic,High School or Below,2011-01-06,Unemployed,F,0.0,Suburban,Married,194.0,26,10,0,5,Corporate Auto,Offer1,Agent,931.2,Luxury-Sport,Medsize,2011,1,6
KC67832,California,17292.93538,No,Extended,College,2011-02-07,Employed,M,80028.0,Rural,Married,86.0,34,37,0,2,Corporate Auto,Offer2,Web,114.02307,Four-Door Car,Medsize,2011,2,7
DK92014,Arizona,4254.620669,Yes,Basic,High School or Below,2011-02-03,Unemployed,F,11904.0,Suburban,Single,61.0,34,11,2,3,Personal Auto,Offer1,Web,292.8,Two-Door Car,Small,2011,2,3
ZA44520,Arizona,9621.72619,No,Extended,High School or Below,2011-02-10,Employed,F,54872.0,Suburban,Married,121.0,9,50,0,3,Personal Auto,Offer2,Agent,580.8,SUV,Large,2011,2,10
AJ69060,California,14260.91441,No,Extended,College,2011-01-02,Unemployed,M,0.0,Rural,Married,99.0,2,30,0,2,Personal Auto,Offer4,Branch,204.121476,Two-Door Car,Medsize,2011,1,2
ME35315,Washington,7756.307652,No,Basic,College,2011-02-02,Unemployed,M,0.0,Suburban,Single,74.0,24,63,0,2,Corporate Auto,Offer1,Agent,532.8,Two-Door Car,Small,2011,2,2
BU61331,Arizona,5875.212734,No,Basic,College,2011-01-13,Employed,M,46417.0,Rural,Married,74.0,16,14,0,7,Corporate Auto,Offer2,Branch,164.746184,Four-Door Car,Medsize,2011,1,13
XI68015,Washington,4946.960039,No,Basic,College,2011-02-21,Employed,F,46239.0,Rural,Single,67.0,17,1,3,4,Personal Auto,Offer3,Web,6.395416,Four-Door Car,Medsize,2011,2,21
HG51739,Oregon,2660.009874,No,Basic,College,2011-02-25,Unemployed,F,0.0,Suburban,Single,73.0,18,61,0,1,Personal Auto,Offer1,Call Center,350.4,Four-Door Car,Medsize,2011,2,25
FI22970,Oregon,2372.289378,No,Basic,High School or Below,2011-02-18,Unemployed,F,25550.0,Suburban,Married,61.0,28,13,0,1,Personal Auto,Offer4,Agent,439.2,Four-Door Car,Small,2011,2,18
OF93412,Nevada,15613.95173,No,Premium,Bachelor,2011-01-19,Employed,F,27514.0,Suburban,Married,197.0,12,97,0,8,Personal Auto,Offer1,Call Center,1367.199081,SUV,Medsize,2011,1,19
AH97088,Nevada,7803.503824,No,Extended,High School or Below,2011-01-23,Employed,M,84417.0,Rural,Divorced,98.0,5,32,0,7,Personal Auto,Offer4,Agent,139.714897,Two-Door Car,Medsize,2011,1,23
BI81476,Oregon,10346.11154,No,Extended,High School or Below,2011-02-09,Employed,F,55906.0,Rural,Married,86.0,26,3,0,2,Personal Auto,Offer3,Agent,58.469264,Four-Door Car,Medsize,2011,2,9
IA18854,California,4960.548942,No,Basic,High School or Below,2011-02-03,Unemployed,M,21638.0,Suburban,Married,65.0,9,81,0,8,Personal Auto,Offer1,Web,468.0,Four-Door Car,Small,2011,2,3
OO62338,Oregon,7099.574987,No,Basic,Bachelor,2011-01-03,Unemployed,M,16121.0,Suburban,Married,65.0,5,85,2,2,Corporate Auto,Offer1,Web,312.0,Four-Door Car,Small,2011,1,3
JH35547,Oregon,24442.29656,No,Basic,College,2011-02-04,Employed,M,36261.0,Rural,Married,68.0,3,71,0,2,Personal Auto,Offer4,Call Center,16.800832,Four-Door Car,Large,2011,2,4
DY34638,Oregon,13466.92071,Yes,Basic,High School or Below,2011-02-23,Unemployed,F,11432.0,Suburban,Married,119.0,11,9,0,2,Personal Auto,Offer2,Agent,571.2,SUV,Small,2011,2,23
MT16688,Arizona,2598.061204,No,Basic,Bachelor,2011-02-11,Employed,F,62566.0,Rural,Married,65.0,4,3,1,1,Corporate Auto,Offer3,Branch,48.344273,Four-Door Car,Medsize,2011,2,11
NN51066,Oregon,2886.451602,Yes,Extended,High School or Below,2011-01-20,Unemployed,F,10312.0,Suburban,Married,78.0,10,63,0,1,Personal Auto,Offer2,Agent,486.278557,Four-Door Car,Large,2011,1,20
YF73402,Oregon,2566.398498,No,Basic,High School or Below,2011-02-20,Employed,M,67778.0,Urban,Married,64.0,17,17,1,1,Personal Auto,Offer2,Agent,171.287759,Four-Door Car,Large,2011,2,20
ZR56751,Washington,6252.3631,No,Extended,High-level-degree,2011-02-13,Employed,F,92895.0,Rural,Married,77.0,5,2,0,7,Personal Auto,Offer2,Call Center,43.14147,Two-Door Car,Small,2011,2,13
GR32910,California,5174.689686,No,Basic,College,2011-01-02,Employed,F,55290.0,Rural,Married,65.0,26,33,0,4,Personal Auto,Offer2,Branch,13.874775,Four-Door Car,Medsize,2011,1,2
MZ89625,California,9263.179837,No,Premium,Bachelor,2011-01-02,Employed,F,23377.0,Suburban,Married,116.0,15,19,0,3,Personal Auto,Offer2,Web,556.8,Four-Door Car,Medsize,2011,1,2
IK51081,California,4834.710493,Yes,Basic,College,2011-01-31,Employed,F,38713.0,Suburban,Divorced,66.0,31,69,4,6,Personal Auto,Offer2,Call Center,316.8,Four-Door Car,Medsize,2011,1,31
VI34110,Arizona,2361.742243,No,Basic,Bachelor,2011-01-30,Unemployed,F,0.0,Rural,Married,66.0,17,92,1,1,Personal Auto,Offer1,Agent,145.896438,Four-Door Car,Medsize,2011,1,30
VH62312,Nevada,2674.730716,Yes,Basic,College,2011-02-15,Employed,M,56342.0,Suburban,Single,69.0,12,89,0,1,Corporate Auto,Offer2,Call Center,331.2,Four-Door Car,Small,2011,2,15
YU39743,Oregon,16159.54237,No,Extended,College,2011-01-30,Employed,M,29593.0,Suburban,Married,137.0,15,52,0,2,Personal Auto,Offer1,Call Center,657.6,Luxury-Sport,Medsize,2011,1,30
RO57944,Nevada,26197.41498,Yes,Basic,High School or Below,2011-01-15,Unemployed,F,18495.0,Suburban,Married,113.0,10,15,0,2,Personal Auto,Offer1,Branch,542.4,SUV,Large,2011,1,15
VL32622,California,2664.242814,No,Basic,High School or Below,2011-01-07,Employed,F,82887.0,Suburban,Married,66.0,22,4,1,1,Corporate Auto,Offer3,Agent,420.374805,Four-Door Car,Small,2011,1,7
NV35796,Oregon,15162.06565,No,Extended,High-level-degree,2011-01-05,Employed,F,71366.0,Urban,Divorced,94.0,23,56,0,2,Personal Auto,Offer2,Call Center,265.216633,Four-Door Car,Small,2011,1,5
UU32345,California,22332.43946,Yes,Extended,College,2011-01-11,Employed,M,49078.0,Suburban,Single,97.0,10,3,0,2,Corporate Auto,Offer2,Branch,484.013411,Four-Door Car,Medsize,2011,1,11
YM94448,Arizona,4995.1712,No,Basic,College,2011-01-11,Unemployed,F,10787.0,Suburban,Divorced,71.0,33,25,0,8,Personal Auto,Offer1,Agent,697.798804,Two-Door Car,Small,2011,1,11
WX46704,California,16109.75353,No,Basic,High School or Below,2011-02-14,Unemployed,F,0.0,Suburban,Married,73.0,12,42,0,2,Personal Auto,Offer3,Call Center,350.4,Four-Door Car,Small,2011,2,14
HY35960,Arizona,4957.404306,No,Basic,High School or Below,2011-02-03,Unemployed,M,10194.0,Suburban,Married,65.0,34,35,0,4,Personal Auto,Offer4,Branch,312.0,Two-Door Car,Small,2011,2,3
PB41497,Oregon,2866.779811,No,Basic,High School or Below,2011-01-22,Employed,M,81763.0,Suburban,Married,72.0,22,12,1,1,Personal Auto,Offer2,Branch,518.4,Two-Door Car,Small,2011,1,22
GP37412,Arizona,8719.896238,No,Basic,College,2011-02-26,Employed,F,59763.0,Suburban,Married,73.0,4,31,0,2,Personal Auto,Offer4,Agent,350.4,Two-Door Car,Small,2011,2,26
KU62853,California,22448.68617,No,Extended,College,2011-01-30,Unemployed,F,0.0,Suburban,Single,78.0,7,63,0,2,Special Auto,Offer1,Agent,561.6,Four-Door Car,Medsize,2011,1,30
EA87824,Arizona,6864.647514,No,Extended,College,2011-02-07,Employed,F,96832.0,Suburban,Married,85.0,19,23,0,3,Personal Auto,Offer1,Branch,408.0,Two-Door Car,Small,2011,2,7
DM42912,California,4980.18765,No,Extended,College,2011-02-02,Unemployed,F,21135.0,Suburban,Married,130.0,14,59,0,1,Personal Auto,Offer3,Call Center,678.946216,SUV,Medsize,2011,2,2
HK50871,California,2312.328541,No,Basic,High School or Below,2011-01-31,Unemployed,M,16143.0,Rural,Married,62.0,3,73,1,1,Personal Auto,Offer4,Web,32.114117,Four-Door Car,Large,2011,1,31
ZX73673,Arizona,5555.830205,Yes,Basic,Bachelor,2011-02-06,Employed,M,74015.0,Suburban,Single,72.0,12,61,0,6,Personal Auto,Offer2,Call Center,471.443077,Four-Door Car,Small,2011,2,6
EO95783,Arizona,26763.82631,No,Basic,High School or Below,2011-01-22,Employed,M,84178.0,Rural,Divorced,74.0,34,80,0,2,Personal Auto,Offer2,Call Center,12.588784,Two-Door Car,Medsize,2011,1,22
TR18791,Arizona,2471.441785,No,Basic,Bachelor,2011-01-05,Unemployed,M,0.0,Suburban,Single,70.0,32,14,0,1,Personal Auto,Offer1,Branch,504.0,Two-Door Car,Small,2011,1,5
DC83427,Oregon,17759.38575,No,Basic,High School or Below,2011-02-10,Unemployed,F,0.0,Suburban,Single,63.0,10,19,0,2,Personal Auto,Offer2,Web,661.7151,Four-Door Car,Small,2011,2,10
OG31942,California,14628.49627,No,Basic,College,2011-02-19,Employed,M,63936.0,Urban,Single,189.0,4,29,0,5,Personal Auto,Offer1,Agent,765.012123,Luxury-Sport,Medsize,2011,2,19
AK17025,Washington,5801.828142,No,Extended,Bachelor,2011-01-20,Unemployed,M,0.0,Suburban,Single,83.0,17,28,0,4,Personal Auto,Offer1,Branch,597.6,Four-Door Car,Medsize,2011,1,20
RT17851,Oregon,5209.945549,No,Extended,High School or Below,2011-02-16,Employed,F,37940.0,Urban,Married,129.0,11,36,0,1,Special Auto,Offer1,Branch,512.542299,SUV,Medsize,2011,2,16
UF56271,Washington,2814.438036,No,Basic,High School or Below,2011-01-20,Employed,F,30703.0,Suburban,Married,70.0,15,58,0,1,Personal Auto,Offer1,Agent,336.0,Four-Door Car,Medsize,2011,1,20
BP25150,Arizona,5417.744055,No,Basic,College,2011-01-09,Employed,F,54898.0,Urban,Single,69.0,25,32,0,9,Corporate Auto,Offer1,Call Center,176.242159,Two-Door Car,Small,2011,1,9
XT34986,Oregon,16775.80883,No,Extended,Bachelor,2011-01-05,Employed,M,89030.0,Rural,Married,139.0,31,62,0,2,Personal Auto,Offer3,Agent,49.566591,SUV,Medsize,2011,1,5
OI74902,California,7980.304624,No,Basic,College,2011-02-15,Unemployed,F,15630.0,Suburban,Divorced,115.0,8,60,1,3,Personal Auto,Offer1,Web,656.775467,SUV,Medsize,2011,2,15
GV33313,Arizona,5107.163002,Yes,Basic,Bachelor,2011-01-26,Employed,F,35625.0,Urban,Married,65.0,10,56,1,3,Personal Auto,Offer2,Agent,288.572108,Four-Door Car,Medsize,2011,1,26
WA54110,Nevada,2690.781969,No,Basic,High School or Below,2011-01-09,Employed,M,48329.0,Suburban,Married,67.0,9,70,0,1,Corporate Auto,Offer4,Agent,470.386291,Four-Door Car,Small,2011,1,9
IS94199,California,4254.620669,Yes,Basic,High School or Below,2011-02-03,Unemployed,F,11904.0,Suburban,Single,61.0,34,11,2,3,Personal Auto,Offer1,Web,292.8,Two-Door Car,Small,2011,2,3
XE22944,Arizona,4643.413135,No,Extended,Bachelor,2011-02-25,Unemployed,F,12261.0,Suburban,Divorced,125.0,26,80,0,1,Personal Auto,Offer1,Call Center,600.0,SUV,Medsize,2011,2,25
CK24264,Arizona,6217.258012,No,Extended,High School or Below,2011-01-24,Unemployed,M,0.0,Rural,Married,86.0,15,94,0,9,Personal Auto,Offer3,Agent,39.730199,Four-Door Car,Medsize,2011,1,24
BF54215,California,11373.98852,No,Extended,High-level-degree,2011-01-12,Employed,F,87810.0,Rural,Married,94.0,15,26,3,2,Personal Auto,Offer3,Agent,225.641724,Four-Door Car,Medsize,2011,1,12
HW85007,Oregon,10861.71019,No,Extended,Bachelor,2011-02-17,Employed,M,64744.0,Rural,Divorced,139.0,5,34,0,5,Personal Auto,Offer4,Agent,41.308429,SUV,Medsize,2011,2,17
PA56702,Arizona,8569.36439,No,Basic,High-level-degree,2011-02-09,Unemployed,M,0.0,Suburban,Married,117.0,13,11,0,8,Personal Auto,Offer4,Agent,957.134978,SUV,Small,2011,2,9
VD87432,Washington,16069.95283,No,Extended,Bachelor,2011-01-12,Employed,M,60735.0,Urban,Married,135.0,11,59,0,2,Personal Auto,Offer3,Branch,571.695889,SUV,Medsize,2011,1,12
GG57214,Washington,2410.355726,No,Basic,Bachelor,2011-01-07,Unemployed,F,0.0,Suburban,Single,67.0,5,53,0,1,Personal Auto,Offer2,Agent,482.4,Two-Door Car,Medsize,2011,1,7
EK10022,California,14057.42125,No,Basic,Bachelor,2011-01-10,Employed,M,36261.0,Suburban,Divorced,118.0,14,78,0,2,Corporate Auto,Offer3,Web,1197.713861,SUV,Medsize,2011,1,10
IV97881,Nevada,4872.577302,No,Extended,High School or Below,2011-01-24,Unemployed,M,0.0,Suburban,Single,135.0,32,33,0,1,Personal Auto,Offer4,Call Center,648.0,Luxury-Sport,Medsize,2011,1,24
GS85403,Washington,9031.214859,Yes,Extended,High-level-degree,2011-02-23,Unemployed,F,0.0,Suburban,Single,122.0,15,47,0,9,Corporate Auto,Offer1,Branch,650.52179,Luxury-Sport,Medsize,2011,2,23
UO48558,California,2993.117683,No,Extended,High School or Below,2011-02-21,Employed,M,23277.0,Suburban,Married,77.0,14,68,2,1,Corporate Auto,Offer1,Branch,369.6,Four-Door Car,Medsize,2011,2,21
SX18141,Arizona,5846.520588,No,Basic,High School or Below,2011-01-19,Employed,F,50320.0,Urban,Married,73.0,24,6,0,5,Personal Auto,Offer4,Call Center,297.738909,Four-Door Car,Medsize,2011,1,19
KK26955,Washington,2589.43003,No,Basic,High School or Below,2011-01-23,Employed,F,49675.0,Suburban,Married,65.0,10,54,0,1,Personal Auto,Offer2,Agent,312.0,Two-Door Car,Medsize,2011,1,23
PV12088,Arizona,6558.880167,No,Basic,High School or Below,2011-01-11,Unemployed,M,19508.0,Suburban,Single,61.0,22,59,0,2,Personal Auto,Offer1,Branch,292.8,Two-Door Car,Medsize,2011,1,11
